
   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server
  2026-04-05 17:48:23 /api/detections/report ............................................................. ~ 515.13ms
  2026-04-05 17:48:24 /api/detections/latest ............................................................. ~ 568.81ms
  2026-04-05 17:48:24 /frames/cam_1.jpg?t=1775389704670 .................................................. ~ 574.41ms
  2026-04-05 17:48:25 /frames/cam_1.jpg?t=1775389705664 .................................................... ~ 0.75ms
  2026-04-05 17:48:26 /frames/cam_1.jpg?t=1775389706677 ................................................... ~ 74.13ms
  2026-04-05 17:48:27 /api/detections/latest ............................................................. ~ 510.14ms
  2026-04-05 17:48:27 /frames/cam_1.jpg?t=1775389707665 .................................................. ~ 515.43ms
  2026-04-05 17:48:28 /api/detections/report ............................................................. ~ 512.90ms
  2026-04-05 17:48:28 /frames/cam_1.jpg?t=1775389708664 .................................................. ~ 518.68ms
  2026-04-05 17:48:29 /frames/cam_1.jpg?t=1775389709663 .................................................... ~ 1.07ms
  2026-04-05 17:48:30 /frames/cam_1.jpg?t=1775389710666 .................................................... ~ 1.35ms
  2026-04-05 17:48:30 /api/detections/latest ............................................................. ~ 519.23ms
  2026-04-05 17:48:31 /frames/cam_1.jpg?t=1775389711670 .................................................... ~ 1.62ms
  2026-04-05 17:48:32 /frames/cam_1.jpg?t=1775389712662 .................................................... ~ 1.03ms
  2026-04-05 17:48:33 /frames/cam_1.jpg?t=1775389713663 ................................................... ~ 83.14ms
  2026-04-05 17:48:33 /api/detections/report ............................................................. ~ 615.08ms
  2026-04-05 17:48:33 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:48:34 /frames/cam_1.jpg?t=1775389714665 .................................................... ~ 0.50ms
  2026-04-05 17:48:35 /frames/cam_1.jpg?t=1775389715665 .................................................... ~ 0.67ms
  2026-04-05 17:48:36 /api/detections/latest ............................................................. ~ 515.33ms
  2026-04-05 17:48:36 /frames/cam_1.jpg?t=1775389716672 .................................................. ~ 520.59ms
  2026-04-05 17:48:37 /frames/cam_1.jpg?t=1775389717673 ................................................... ~ 87.19ms
  2026-04-05 17:48:38 /api/detections/report ............................................................. ~ 510.84ms
  2026-04-05 17:48:38 /frames/cam_1.jpg?t=1775389718678 .................................................. ~ 515.93ms
  2026-04-05 17:48:39 /frames/cam_1.jpg?t=1775389719667 ................................................... ~ 15.51ms
  2026-04-05 17:48:39 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:48:40 /frames/cam_1.jpg?t=1775389720677 .................................................... ~ 0.72ms
  2026-04-05 17:48:41 /frames/cam_1.jpg?t=1775389721677 .................................................... ~ 5.95ms
  2026-04-05 17:48:42 /frames/cam_1.jpg?t=1775389722677 .................................................... ~ 0.98ms
  2026-04-05 17:48:42 /api/detections/latest ............................................................. ~ 504.89ms
  2026-04-05 17:48:43 /login ............................................................................. ~ 548.89ms
  2026-04-05 17:48:43 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:48:43 /frames/cam_1.jpg?t=1775389723665 ........................................................ ~ 1s
  2026-04-05 17:48:44 /login ................................................................................... ~ 1s
  2026-04-05 17:48:46 /api/detections/latest ............................................................. ~ 526.66ms
  2026-04-05 17:48:44 /frames/cam_1.jpg?t=1775389724674 ........................................................ ~ 2s
  2026-04-05 17:48:46 /api/detections/report ............................................................. ~ 531.68ms
  2026-04-05 17:48:46 /frames/cam_1.jpg?t=1775389725667 ........................................................ ~ 1s
  2026-04-05 17:48:47 /frames/cam_1.jpg?t=1775389726672 .................................................... ~ 0.36ms
  2026-04-05 17:48:47 /frames/cam_1.jpg?t=1775389727664 .................................................... ~ 0.43ms
  2026-04-05 17:48:48 /api/detections/report ............................................................. ~ 513.87ms
  2026-04-05 17:48:48 /frames/cam_1.jpg?t=1775389728668 .................................................. ~ 517.51ms
  2026-04-05 17:48:49 /api/detections/latest ............................................................. ~ 511.06ms
  2026-04-05 17:48:49 /frames/cam_1.jpg?t=1775389729678 .................................................... ~ 0.64ms
  2026-04-05 17:48:50 /frames/cam_1.jpg?t=1775389730676 .................................................... ~ 0.77ms
  2026-04-05 17:48:51 /frames/cam_1.jpg?t=1775389731665 .................................................... ~ 0.85ms
  2026-04-05 17:48:51 /api/detections/latest ............................................................. ~ 532.57ms
  2026-04-05 17:48:52 /frames/cam_1.jpg?t=1775389732667 .................................................... ~ 0.84ms
  2026-04-05 17:48:53 /frames/cam_1.jpg?t=1775389733663 .................................................... ~ 1.13ms
  2026-04-05 17:48:53 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:48:54 /frames/cam_1.jpg?t=1775389734662 .................................................... ~ 4.97ms
  2026-04-05 17:48:54 /api/detections/latest ............................................................. ~ 508.22ms
  2026-04-05 17:48:58 /frames/cam_1.jpg?t=1775389735665 .................................................... ~ 0.42ms
  2026-04-05 17:48:58 /frames/cam_1.jpg?t=1775389736662 .................................................... ~ 2.93ms
  2026-04-05 17:48:58 /api/detections .................................................................... ~ 507.23ms
  2026-04-05 17:48:59 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:48:59 /frames/cam_1.jpg?t=1775389738480 ........................................................ ~ 1s
  2026-04-05 17:49:00 /api/detections/report ............................................................. ~ 524.35ms
  2026-04-05 17:49:00 /gate .................................................................................... ~ 1s
  2026-04-05 17:48:59 /frames/cam_1.jpg?t=1775389738674 ........................................................ ~ 2s
  2026-04-05 17:49:01 /api/detections/latest ............................................................. ~ 517.75ms
  2026-04-05 17:49:00 /frames/cam_1.jpg?t=1775389739663 ........................................................ ~ 1s
  2026-04-05 17:49:01 /frames/cam_1.jpg?t=1775389740675 .................................................. ~ 581.64ms
  2026-04-05 17:49:01 /api/detections/latest ............................................................. ~ 503.15ms
  2026-04-05 17:49:01 /api/detections/report ............................................................. ~ 509.49ms
  2026-04-05 17:49:01 /frames/cam_1.jpg?t=1775389741 ..................................................... ~ 514.97ms
  2026-04-05 17:49:02 /frames/cam_1.jpg?t=1775389741349 .................................................... ~ 5.99ms
  2026-04-05 17:49:02 /frames/cam_1.jpg?t=1775389742350 .................................................... ~ 3.01ms
  2026-04-05 17:49:03 /frames/cam_1.jpg?t=1775389743351 .................................................... ~ 0.72ms
  2026-04-05 17:49:04 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:04 /frames/cam_1.jpg?t=1775389744364 ........................................................ ~ 1s
  2026-04-05 17:49:05 /frames/cam_1.jpg?t=1775389745364 .................................................... ~ 0.44ms
  2026-04-05 17:49:06 /login ............................................................................. ~ 521.79ms
  2026-04-05 17:49:06 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:07 /login ................................................................................... ~ 1s
  2026-04-05 17:49:06 /frames/cam_1.jpg?t=1775389746357 ........................................................ ~ 2s
  2026-04-05 17:49:07 /gate .................................................................................... ~ 2s
  2026-04-05 17:49:09 /api/detections/latest ............................................................. ~ 606.82ms
  2026-04-05 17:49:09 /frames/cam_1.jpg?t=1775389747940 ........................................................ ~ 1s
  2026-04-05 17:49:10 /api/detections/report ............................................................. ~ 534.07ms
  2026-04-05 17:49:09 /frames/cam_1.jpg?t=1775389748492 ........................................................ ~ 1s
  2026-04-05 17:49:10 /frames/cam_1.jpg?t=1775389749505 .................................................. ~ 538.16ms
  2026-04-05 17:49:11 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:11 /frames/cam_1.jpg?t=1775389749 ........................................................... ~ 1s
  2026-04-05 17:49:11 /api/detections/latest ............................................................. ~ 512.88ms
  2026-04-05 17:49:11 /frames/cam_1.jpg?t=1775389750128 ........................................................ ~ 1s
  2026-04-05 17:49:11 /frames/cam_1.jpg?t=1775389750350 ........................................................ ~ 1s
  2026-04-05 17:49:12 /api/detections/report ............................................................... ~ 0.44ms
  2026-04-05 17:49:11 /frames/cam_1.jpg?t=1775389751134 .................................................. ~ 552.26ms
  2026-04-05 17:49:12 /frames/cam_1.jpg?t=1775389751556 .................................................... ~ 8.54ms
  2026-04-05 17:49:12 /api/detections/latest ............................................................. ~ 506.67ms
  2026-04-05 17:49:12 /frames/cam_1.jpg?t=1775389752129 .................................................. ~ 515.13ms
  2026-04-05 17:49:13 /api/detections/latest ............................................................. ~ 506.22ms
  2026-04-05 17:49:12 /frames/cam_1.jpg?t=1775389752352 ........................................................ ~ 1s
  2026-04-05 17:49:13 /frames/cam_1.jpg?t=1775389753141 .................................................. ~ 517.76ms
  2026-04-05 17:49:13 /api/detections/latest ............................................................. ~ 518.82ms
  2026-04-05 17:49:13 /frames/cam_1.jpg?t=1775389753486 .................................................. ~ 539.27ms
  2026-04-05 17:49:14 /frames/cam_1.jpg?t=1775389754137 .................................................... ~ 5.45ms
  2026-04-05 17:49:14 /frames/cam_1.jpg?t=1775389754495 ................................................... ~ 24.08ms
  2026-04-05 17:49:15 /api/detections/report ............................................................. ~ 502.33ms
  2026-04-05 17:49:15 /frames/cam_1.jpg?t=1775389755129 .................................................. ~ 506.91ms
  2026-04-05 17:49:15 /frames/cam_1.jpg?t=1775389755488 .................................................... ~ 3.46ms
  2026-04-05 17:49:16 /api/detections/latest ............................................................. ~ 510.97ms
  2026-04-05 17:49:16 /frames/cam_1.jpg?t=1775389756131 .................................................. ~ 514.49ms
  2026-04-05 17:49:16 /api/detections/report ............................................................... ~ 0.46ms
  2026-04-05 17:49:16 /api/detections/latest ............................................................. ~ 506.91ms
  2026-04-05 17:49:16 /frames/cam_1.jpg?t=1775389756488 .................................................. ~ 515.19ms
  2026-04-05 17:49:17 /frames/cam_1.jpg?t=1775389757138 .................................................... ~ 3.39ms
  2026-04-05 17:49:17 /frames/cam_1.jpg?t=1775389757482 .................................................... ~ 0.56ms
  2026-04-05 17:49:18 /frames/cam_1.jpg?t=1775389758138 .................................................... ~ 0.81ms
  2026-04-05 17:49:18 /frames/cam_1.jpg?t=1775389758494 .................................................... ~ 0.54ms
  2026-04-05 17:49:19 /frames/cam_1.jpg?t=1775389759142 ................................................... ~ 25.41ms
  2026-04-05 17:49:19 /api/detections/latest ............................................................... ~ 0.31ms
  2026-04-05 17:49:19 /api/detections/latest ............................................................. ~ 552.02ms
  2026-04-05 17:49:19 /frames/cam_1.jpg?t=1775389759490 .................................................. ~ 557.64ms
  2026-04-05 17:49:20 /frames/cam_1.jpg?t=1775389760128 .................................................... ~ 1.31ms
  2026-04-05 17:49:20 /api/detections/report ............................................................. ~ 539.80ms
  2026-04-05 17:49:20 /frames/cam_1.jpg?t=1775389760490 .................................................... ~ 0.81ms
  2026-04-05 17:49:21 /frames/cam_1.jpg?t=1775389761136 .................................................... ~ 0.72ms
  2026-04-05 17:49:21 /frames/cam_1.jpg?t=1775389761480 .................................................... ~ 0.59ms
  2026-04-05 17:49:21 /api/detections/report ............................................................. ~ 512.39ms
  2026-04-05 17:49:22 /api/detections/latest ............................................................. ~ 509.44ms
  2026-04-05 17:49:22 /frames/cam_1.jpg?t=1775389762134 .................................................. ~ 512.12ms
  2026-04-05 17:49:22 /api/detections/latest ............................................................. ~ 535.10ms
  2026-04-05 17:49:22 /frames/cam_1.jpg?t=1775389762492 .................................................. ~ 544.82ms
  2026-04-05 17:49:23 /frames/cam_1.jpg?t=1775389763130 .................................................... ~ 0.56ms
  2026-04-05 17:49:23 /frames/cam_1.jpg?t=1775389763485 .................................................... ~ 0.79ms
  2026-04-05 17:49:24 /frames/cam_1.jpg?t=1775389764130 .................................................... ~ 0.87ms
  2026-04-05 17:49:24 /frames/cam_1.jpg?t=1775389764497 ................................................... ~ 25.65ms
  2026-04-05 17:49:25 /frames/cam_1.jpg?t=1775389765137 .................................................... ~ 0.79ms
  2026-04-05 17:49:25 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:25 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 17:49:25 /frames/cam_1.jpg?t=1775389765487 ........................................................ ~ 1s
  2026-04-05 17:49:27 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:27 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:27 /frames/cam_1.jpg?t=1775389766129 ........................................................ ~ 1s
  2026-04-05 17:49:27 /frames/cam_1.jpg?t=1775389766968 ........................................................ ~ 1s
  2026-04-05 17:49:28 /frames/cam_1.jpg?t=1775389767130 .................................................. ~ 521.76ms
  2026-04-05 17:49:28 /frames/cam_1.jpg?t=1775389768084 .................................................... ~ 3.71ms
  2026-04-05 17:49:28 /frames/cam_2.jpg .................................................................. ~ 571.07ms
  2026-04-05 17:49:28 /frames/cam_1.jpg?t=1775389768133 .................................................. ~ 664.18ms
  2026-04-05 17:49:28 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:28 /frames/cam_1.jpg?t=1775389768493 ........................................................ ~ 1s
  2026-04-05 17:49:30 /frames/cam_2.jpg .................................................................. ~ 519.14ms
  2026-04-05 17:49:30 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:30 /frames/cam_1.jpg?t=1775389769513 ........................................................ ~ 1s
  2026-04-05 17:49:30 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:32 /frames/cam_2.jpg ........................................................................ ~ 1s
  2026-04-05 17:49:31 /frames/cam_1.jpg?t=1775389770488 ........................................................ ~ 1s
  2026-04-05 17:49:33 /frames/cam_2.jpg .................................................................. ~ 513.44ms
  2026-04-05 17:49:33 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:32 /frames/cam_1.jpg?t=1775389771483 ........................................................ ~ 2s
  2026-04-05 17:49:34 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:33 /frames/cam_1.jpg?t=1775389772467 ........................................................ ~ 1s
  2026-04-05 17:49:34 /frames/cam_1.jpg?t=1775389772670 ........................................................ ~ 1s
  2026-04-05 17:49:35 /frames/cam_1.jpg?t=1775389773467 .................................................... ~ 7.15ms
  2026-04-05 17:49:35 /frames/cam_1.jpg?t=1775389773492 ................................................... ~ 10.67ms
  2026-04-05 17:49:35 /api/detections/report ............................................................. ~ 551.00ms
  2026-04-05 17:49:35 /frames/cam_1.jpg?t=1775389774472 .................................................. ~ 567.14ms
  2026-04-05 17:49:35 /frames/cam_1.jpg?t=1775389774513 .................................................. ~ 567.05ms
  2026-04-05 17:49:36 /api/detections/latest ............................................................. ~ 531.54ms
  2026-04-05 17:49:36 /frames/cam_1.jpg?t=1775389775482 .................................................. ~ 526.00ms
  2026-04-05 17:49:36 /frames/cam_1.jpg?t=1775389775488 .................................................... ~ 4.75ms
  2026-04-05 17:49:36 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:36 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:36 /frames/cam_1.jpg?t=1775389776478 ........................................................ ~ 1s
  2026-04-05 17:49:36 /frames/cam_1.jpg?t=1775389776619 ........................................................ ~ 1s
  2026-04-05 17:49:37 /frames/cam_1.jpg?t=1775389777475 .................................................. ~ 546.67ms
  2026-04-05 17:49:38 /frames/cam_1.jpg?t=1775389777491 .................................................... ~ 3.62ms
  2026-04-05 17:49:38 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:39 /frames/cam_1.jpg?t=1775389778481 .................................................... ~ 0.41ms
  2026-04-05 17:49:39 /frames/cam_1.jpg?t=1775389778569 .................................................... ~ 6.12ms
  2026-04-05 17:49:39 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:40 /frames/cam_1.jpg?t=1775389779468 .................................................... ~ 4.57ms
  2026-04-05 17:49:40 /frames/cam_1.jpg?t=1775389779519 ................................................... ~ 10.03ms
  2026-04-05 17:49:40 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:41 /api/detections/report ............................................................. ~ 548.77ms
  2026-04-05 17:49:41 /frames/cam_1.jpg?t=1775389780486 .................................................. ~ 556.29ms
  2026-04-05 17:49:42 /frames/cam_1.jpg?t=1775389780852 .................................................... ~ 4.01ms
  2026-04-05 17:49:42 /api/detections/latest ............................................................. ~ 545.53ms
  2026-04-05 17:49:42 /frames/cam_1.jpg?t=1775389781512 .................................................. ~ 553.67ms
  2026-04-05 17:49:42 /frames/cam_1.jpg?t=1775389781505 .................................................. ~ 557.17ms
  2026-04-05 17:49:43 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:43 /api/detections/latest ............................................................. ~ 507.25ms
  2026-04-05 17:49:43 /frames/cam_1.jpg?t=1775389782653 ........................................................ ~ 1s
  2026-04-05 17:49:43 /frames/cam_1.jpg?t=1775389782655 .................................................. ~ 517.04ms
  2026-04-05 17:49:44 /api/detections/latest ............................................................. ~ 503.50ms
  2026-04-05 17:49:43 /frames/cam_1.jpg?t=1775389783481 ........................................................ ~ 1s
  2026-04-05 17:49:44 /frames/cam_1.jpg?t=1775389783486 .................................................. ~ 516.61ms
  2026-04-05 17:49:45 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:45 /frames/cam_1.jpg?t=1775389784494 ........................................................ ~ 1s
  2026-04-05 17:49:45 /api/detections/report ............................................................. ~ 506.02ms
  2026-04-05 17:49:45 /frames/cam_1.jpg?t=1775389785489 .................................................. ~ 530.44ms
  2026-04-05 17:49:45 /frames/cam_1.jpg?t=1775389784494 .................................................. ~ 520.80ms
  2026-04-05 17:49:46 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:46 /frames/cam_1.jpg?t=1775389785491 ........................................................ ~ 1s
  2026-04-05 17:49:47 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:46 /frames/cam_1.jpg?t=1775389786499 ........................................................ ~ 2s
  2026-04-05 17:49:47 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:46 /frames/cam_1.jpg?t=1775389786505 ........................................................ ~ 2s
  2026-04-05 17:49:48 /frames/cam_1.jpg?t=1775389787897 .................................................. ~ 521.19ms
  2026-04-05 17:49:49 /frames/cam_1.jpg?t=1775389787898 .................................................... ~ 3.03ms
  2026-04-05 17:49:49 /frames/cam_1.jpg?t=1775389788495 .................................................... ~ 7.40ms
  2026-04-05 17:49:49 /frames/cam_1.jpg?t=1775389788495 .................................................... ~ 0.48ms
  2026-04-05 17:49:49 /api/detections/latest ............................................................. ~ 526.70ms
  2026-04-05 17:49:50 /api/detections/latest ............................................................. ~ 527.92ms
  2026-04-05 17:49:49 /frames/cam_1.jpg?t=1775389789495 ........................................................ ~ 1s
  2026-04-05 17:49:50 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:49:50 /frames/cam_1.jpg?t=1775389789495 ........................................................ ~ 1s
  2026-04-05 17:49:50 /frames/cam_1.jpg?t=1775389790516 ........................................................ ~ 1s
  2026-04-05 17:49:50 /frames/cam_1.jpg?t=1775389790520 ........................................................ ~ 1s
  2026-04-05 17:49:51 /frames/cam_1.jpg?t=1775389791584 ................................................... ~ 12.10ms
  2026-04-05 17:49:51 /frames/cam_1.jpg?t=1775389791585 .................................................... ~ 9.26ms
  2026-04-05 17:49:51 /api/detections/report ............................................................. ~ 512.09ms
  2026-04-05 17:49:52 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:52 /frames/cam_1.jpg?t=1775389792481 ........................................................ ~ 1s
  2026-04-05 17:49:53 /api/detections/latest ............................................................. ~ 550.15ms
  2026-04-05 17:49:53 /frames/cam_1.jpg?t=1775389792481 .................................................... ~ 3.27ms
  2026-04-05 17:49:53 /frames/cam_1.jpg?t=1775389793507 .................................................... ~ 6.73ms
  2026-04-05 17:49:53 /frames/cam_1.jpg?t=1775389793501 ................................................... ~ 10.13ms
  2026-04-05 17:49:54 /frames/cam_1.jpg?t=1775389794486 .................................................... ~ 0.83ms
  2026-04-05 17:49:54 /frames/cam_1.jpg?t=1775389794486 .................................................... ~ 0.43ms
  2026-04-05 17:49:55 /frames/cam_1.jpg?t=1775389795484 .................................................... ~ 0.89ms
  2026-04-05 17:49:55 /api/detections/latest ............................................................. ~ 548.06ms
  2026-04-05 17:49:56 /api/detections/report ............................................................. ~ 516.61ms
  2026-04-05 17:49:56 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:56 /frames/cam_1.jpg?t=1775389795487 ........................................................ ~ 1s
  2026-04-05 17:49:57 /api/detections/report ............................................................. ~ 516.12ms
  2026-04-05 17:49:56 /frames/cam_1.jpg?t=1775389796653 ........................................................ ~ 1s
  2026-04-05 17:49:57 /frames/cam_1.jpg?t=1775389796613 .................................................. ~ 552.32ms
  2026-04-05 17:49:57 /frames/cam_1.jpg?t=1775389797482 .................................................. ~ 547.02ms
  2026-04-05 17:49:58 /frames/cam_1.jpg?t=1775389797486 ................................................... ~ 14.44ms
  2026-04-05 17:49:58 /api/detections/latest ............................................................. ~ 516.80ms
  2026-04-05 17:49:59 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:49:58 /frames/cam_1.jpg?t=1775389798496 ........................................................ ~ 1s
  2026-04-05 17:49:59 /frames/cam_1.jpg?t=1775389799486 .................................................... ~ 3.89ms
  2026-04-05 17:49:59 /frames/cam_1.jpg?t=1775389799485 .................................................... ~ 5.08ms
  2026-04-05 17:50:00 /frames/cam_1.jpg?t=1775389800562 .................................................... ~ 0.76ms
  2026-04-05 17:50:00 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:50:00 /frames/cam_1.jpg?t=1775389800563 ........................................................ ~ 1s
  2026-04-05 17:50:01 /frames/cam_1.jpg?t=1775389801703 .................................................... ~ 1.26ms
  2026-04-05 17:50:01 /api/detections/latest ............................................................. ~ 520.93ms
  2026-04-05 17:50:02 /api/detections/report ............................................................. ~ 505.30ms
  2026-04-05 17:50:02 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:02 /frames/cam_1.jpg?t=1775389801704 ........................................................ ~ 1s
  2026-04-05 17:50:03 /frames/cam_1.jpg?t=1775389802488 .................................................. ~ 525.11ms
  2026-04-05 17:50:03 /frames/cam_1.jpg?t=1775389802486 .................................................... ~ 5.15ms
  2026-04-05 17:50:03 /frames/cam_1.jpg?t=1775389803490 .................................................... ~ 6.80ms
  2026-04-05 17:50:03 /frames/cam_1.jpg?t=1775389803496 .................................................... ~ 9.33ms
  2026-04-05 17:50:04 /frames/cam_1.jpg?t=1775389804487 .................................................... ~ 0.74ms
  2026-04-05 17:50:04 /api/detections/latest ............................................................. ~ 508.53ms
  2026-04-05 17:50:05 /frames/cam_1.jpg?t=1775389804487 .................................................... ~ 0.76ms
  2026-04-05 17:50:05 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:06 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:50:06 /frames/cam_1.jpg?t=1775389805485 ........................................................ ~ 1s
  2026-04-05 17:50:06 /frames/cam_1.jpg?t=1775389805487 ........................................................ ~ 1s
  2026-04-05 17:50:06 /api/detections/report ............................................................. ~ 621.41ms
  2026-04-05 17:50:06 /frames/cam_1.jpg?t=1775389806525 .................................................. ~ 641.18ms
  2026-04-05 17:50:06 /frames/cam_1.jpg?t=1775389806491 .................................................. ~ 638.97ms
  2026-04-05 17:50:07 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:07 /frames/cam_1.jpg?t=1775389807486 ........................................................ ~ 1s
  2026-04-05 17:50:07 /frames/cam_1.jpg?t=1775389807488 ........................................................ ~ 1s
  2026-04-05 17:50:08 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:08 /frames/cam_1.jpg?t=1775389808667 ........................................................ ~ 1s
  2026-04-05 17:50:08 /frames/cam_1.jpg?t=1775389808673 ........................................................ ~ 1s
  2026-04-05 17:50:10 /frames/cam_1.jpg?t=1775389809503 ................................................... ~ 16.72ms
  2026-04-05 17:50:10 /frames/cam_1.jpg?t=1775389809501 .................................................... ~ 3.95ms
  2026-04-05 17:50:10 /frames/cam_1.jpg?t=1775389810493 ................................................... ~ 60.63ms
  2026-04-05 17:50:10 /api/detections/latest ............................................................. ~ 551.68ms
  2026-04-05 17:50:11 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:50:12 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:11 /frames/cam_1.jpg?t=1775389810495 ........................................................ ~ 2s
  2026-04-05 17:50:13 /api/detections/report ............................................................. ~ 502.88ms
  2026-04-05 17:50:12 /frames/cam_1.jpg?t=1775389811555 ........................................................ ~ 1s
  2026-04-05 17:50:12 /frames/cam_1.jpg?t=1775389811554 .................................................. ~ 515.91ms
  2026-04-05 17:50:13 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:13 /frames/cam_1.jpg?t=1775389812493 ........................................................ ~ 1s
  2026-04-05 17:50:13 /frames/cam_1.jpg?t=1775389812493 ........................................................ ~ 1s
  2026-04-05 17:50:14 /frames/cam_1.jpg?t=1775389813492 ................................................... ~ 17.28ms
  2026-04-05 17:50:14 /frames/cam_1.jpg?t=1775389814496 ................................................... ~ 16.60ms
  2026-04-05 17:50:15 /api/detections/report ................................................................... ~ 1s
  2026-04-05 17:50:15 /frames/cam_1.jpg?t=1775389815694 ........................................................ ~ 1s
  2026-04-05 17:50:22 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 17:50:22 /api/detections/report ................................................................... ~ 2s
  2026-04-05 17:50:22 /frames/cam_1.jpg?t=1775389821492 ........................................................ ~ 2s
