
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-05 18:23:28 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:28 /frames/cam_1.jpg?t=1775391808369 ........................................................ ~ 1s
  2026-04-05 18:23:29 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:23:30 /frames/cam_1.jpg?t=1775391809370 .................................................... ~ 0.42ms
  127.0.0.1:58004 [404]: GET /frames/cam_1.jpg?t=1775391810360 - No such file or directory
  2026-04-05 18:23:30 ...................................................................................... ~ 1.47ms
  2026-04-05 18:23:30 /api/internal/cameras .............................................................. ~ 586.73ms
  2026-04-05 18:23:31 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:31 /api/detections/report ................................................................... ~ 2s
  2026-04-05 18:23:31 /frames/cam_1.jpg?t=1775391811361 ........................................................ ~ 2s
  2026-04-05 18:23:32 /frames/cam_1.jpg?t=1775391812367 ........................................................ ~ 1s
  2026-04-05 18:23:34 /frames/cam_1.jpg?t=1775391813367 ................................................... ~ 10.78ms
  2026-04-05 18:23:34 /frames/cam_1.jpg?t=1775391814358 .................................................... ~ 0.46ms
  2026-04-05 18:23:34 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:35 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:23:36 /frames/cam_1.jpg .................................................................. ~ 564.28ms
  2026-04-05 18:23:36 /api/detections/report ................................................................... ~ 2s
  2026-04-05 18:23:34 /snapshots/cam_1_20260405_182328_412.jpg ................................................. ~ 4s
  2026-04-05 18:23:35 /frames/cam_1.jpg?t=1775391815370 ........................................................ ~ 3s
  2026-04-05 18:23:38 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:38 /frames/cam_1.jpg?t=1775391817370 ........................................................ ~ 1s
  2026-04-05 18:23:38 /frames/cam_1.jpg?t=1775391818360 ........................................................ ~ 1s
  2026-04-05 18:23:39 /snapshots/cam_1_20260405_182334_742.jpg ........................................... ~ 542.69ms
  2026-04-05 18:23:39 /frames/cam_1.jpg?t=1775391819362 .................................................. ~ 534.36ms
  2026-04-05 18:23:40 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:40 /frames/cam_1.jpg?t=1775391820358 ........................................................ ~ 1s
  2026-04-05 18:23:41 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:23:41 /frames/cam_1.jpg?t=1775391821373 ........................................................ ~ 1s
  2026-04-05 18:23:42 /frames/cam_1.jpg?t=1775391822361 .................................................... ~ 5.45ms
  2026-04-05 18:23:43 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:43 /frames/cam_1.jpg?t=1775391823369 ........................................................ ~ 1s
  2026-04-05 18:23:44 /frames/cam_1.jpg?t=1775391824368 ................................................... ~ 10.61ms
  2026-04-05 18:23:45 /frames/cam_1.jpg?t=1775391825367 .................................................. ~ 226.50ms
  2026-04-05 18:23:46 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:23:46 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:23:46 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:23:46 /frames/cam_1.jpg?t=1775391826371 ........................................................ ~ 2s
  2026-04-05 18:23:48 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:23:49 /frames/cam_1.jpg?t=1775391827370 ........................................................ ~ 1s
  2026-04-05 18:23:50 /api/detections/latest ............................................................. ~ 527.16ms
  2026-04-05 18:23:50 /frames/cam_1.jpg?t=1775391828360 .................................................. ~ 732.22ms
  2026-04-05 18:23:50 /snapshots/cam_1_20260405_182345_986.jpg ................................................. ~ 1s
  2026-04-05 18:23:50 /frames/cam_1.jpg?t=1775391829379 .................................................. ~ 741.27ms
  2026-04-05 18:23:51 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:23:51 /frames/cam_1.jpg?t=1775391830364 ........................................................ ~ 1s
  2026-04-05 18:23:52 /frames/cam_1.jpg ........................................................................ ~ 1s
  2026-04-05 18:23:52 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:23:54 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:53 /frames/cam_1.jpg?t=1775391832370 ........................................................ ~ 1s
  2026-04-05 18:23:54 /frames/cam_1.jpg?t=1775391833368 ........................................................ ~ 1s
  2026-04-05 18:23:55 /snapshots/cam_1_20260405_182350_805.jpg ............................................. ~ 9.42ms
  2026-04-05 18:23:55 /frames/cam_1.jpg?t=1775391834365 .................................................... ~ 8.02ms
  2026-04-05 18:23:55 /api/detections/latest ............................................................. ~ 566.93ms
  2026-04-05 18:23:55 /frames/cam_1.jpg?t=1775391835377 .................................................. ~ 572.92ms
  2026-04-05 18:23:56 /frames/cam_1.jpg?t=1775391836382 .................................................... ~ 1.76ms
  2026-04-05 18:23:56 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:23:57 /frames/cam_1.jpg?t=1775391837369 .................................................... ~ 0.36ms
  2026-04-05 18:23:58 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:23:58 /frames/cam_1.jpg?t=1775391838366 ........................................................ ~ 1s
  2026-04-05 18:23:59 /frames/cam_1.jpg?t=1775391839359 .................................................... ~ 1.52ms
  2026-04-05 18:23:59 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:24:01 /frames/cam_1.jpg?t=1775391840372 .................................................... ~ 0.69ms
  2026-04-05 18:24:01 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:01 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:01 /frames/cam_1.jpg?t=1775391841367 ........................................................ ~ 1s
  2026-04-05 18:24:02 /frames/cam_1.jpg?t=1775391842371 .................................................. ~ 570.16ms
  2026-04-05 18:24:03 /snapshots/cam_1_20260405_182359_466.jpg ............................................. ~ 3.17ms
  2026-04-05 18:24:03 /frames/cam_1.jpg?t=1775391843359 .................................................... ~ 0.50ms
  2026-04-05 18:24:04 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:24:05 /api/detections/latest ............................................................. ~ 505.29ms
  2026-04-05 18:24:05 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:24:05 /frames/cam_1.jpg?t=1775391844370 ........................................................ ~ 1s
  2026-04-05 18:24:07 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:06 /frames/cam_1.jpg?t=1775391845358 ........................................................ ~ 2s
  2026-04-05 18:24:07 /frames/cam_1.jpg?t=1775391846363 ........................................................ ~ 1s
  2026-04-05 18:24:08 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:08 /frames/cam_1.jpg?t=1775391847367 ........................................................ ~ 1s
  2026-04-05 18:24:09 /api/internal/alert ................................................................ ~ 609.22ms
  2026-04-05 18:24:09 /frames/cam_1.jpg?t=1775391848371 .................................................. ~ 641.05ms
  2026-04-05 18:24:08 /snapshots/cam_1_20260405_182404_146.jpg ................................................. ~ 1s
  2026-04-05 18:24:10 /frames/cam_1.jpg?t=1775391849371 ................................................... ~ 25.26ms
  2026-04-05 18:24:10 /frames/cam_1.jpg ........................................................................ ~ 1s
  2026-04-05 18:24:12 /api/detections/latest ................................................................... ~ 1s
  127.0.0.1:58139 [404]: GET /frames/cam_1.jpg?t=1775391851364 - No such file or directory
  2026-04-05 18:24:13 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:12 .......................................................................................... ~ 3s
  2026-04-05 18:24:15 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:13 /frames/cam_1.jpg?t=1775391852374 ........................................................ ~ 2s
  2026-04-05 18:24:15 /frames/cam_1.jpg?t=1775391853367 ........................................................ ~ 1s
  2026-04-05 18:24:15 /frames/cam_1.jpg?t=1775391854358 ........................................................ ~ 1s
  2026-04-05 18:24:16 /frames/cam_1.jpg?t=1775391855366 .................................................... ~ 9.39ms
  2026-04-05 18:24:16 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:16 /frames/cam_1.jpg?t=1775391856372 ........................................................ ~ 1s
  2026-04-05 18:24:17 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:16 /snapshots/cam_1_20260405_182409_028.jpg ................................................. ~ 3s
  2026-04-05 18:24:17 /frames/cam_1.jpg ........................................................................ ~ 2s
  2026-04-05 18:24:21 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:19 /frames/cam_1.jpg?t=1775391858365 ........................................................ ~ 3s
  2026-04-05 18:24:21 /frames/cam_1.jpg?t=1775391859359 ........................................................ ~ 2s
  2026-04-05 18:24:22 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:21 /frames/cam_1.jpg?t=1775391860363 ........................................................ ~ 3s
  2026-04-05 18:24:22 /api/internal/cameras .................................................................... ~ 2s
  2026-04-05 18:24:22 /frames/cam_1.jpg?t=1775391861372 ........................................................ ~ 2s
  127.0.0.1:58179 [404]: GET /frames/cam_1.jpg?t=1775391862365 - No such file or directory
  2026-04-05 18:24:25 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:24 .......................................................................................... ~ 2s
  2026-04-05 18:24:25 /frames/cam_1.jpg?t=1775391863371 ........................................................ ~ 1s
  2026-04-05 18:24:27 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:24:27 /frames/cam_1.jpg?t=1775391864373 ........................................................ ~ 1s
  2026-04-05 18:24:27 /frames/cam_1.jpg?t=1775391865363 ........................................................ ~ 2s
  2026-04-05 18:24:29 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:27 /frames/cam_1.jpg?t=1775391866369 ........................................................ ~ 3s
  2026-04-05 18:24:31 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:29 /frames/cam_1.jpg?t=1775391867362 ........................................................ ~ 3s
  2026-04-05 18:24:31 /frames/cam_1.jpg?t=1775391868366 ........................................................ ~ 2s
  2026-04-05 18:24:32 /frames/cam_1.jpg?t=1775391869376 .................................................. ~ 548.33ms
  2026-04-05 18:24:33 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:33 /frames/cam_1.jpg?t=1775391870362 ........................................................ ~ 1s
  2026-04-05 18:24:33 /frames/cam_1.jpg?t=1775391871365 ........................................................ ~ 1s
  2026-04-05 18:24:35 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:24:35 /frames/cam_1.jpg?t=1775391872365 ........................................................ ~ 2s
  2026-04-05 18:24:33 /snapshots/cam_1_20260405_182425_992.jpg ................................................. ~ 3s
  2026-04-05 18:24:35 /frames/cam_1.jpg?t=1775391873363 ........................................................ ~ 2s
  2026-04-05 18:24:37 /frames/cam_1.jpg?t=1775391874368 ................................................... ~ 12.79ms
  2026-04-05 18:24:37 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:37 /frames/cam_1.jpg?t=1775391875359 ........................................................ ~ 1s
  2026-04-05 18:24:37 /frames/cam_1.jpg?t=1775391876364 ........................................................ ~ 1s
  2026-04-05 18:24:38 /api/detections/latest ............................................................. ~ 631.59ms
  2026-04-05 18:24:38 /frames/cam_1.jpg?t=1775391877360 .................................................. ~ 618.46ms
  2026-04-05 18:24:39 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:24:39 /frames/cam_1.jpg?t=1775391878358 ........................................................ ~ 1s
  2026-04-05 18:24:39 /frames/cam_1.jpg?t=1775391879371 ........................................................ ~ 1s
  2026-04-05 18:24:41 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:42 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:24:41 /frames/cam_1.jpg?t=1775391880358 ........................................................ ~ 2s
  2026-04-05 18:24:43 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:42 /frames/cam_1.jpg?t=1775391881369 ........................................................ ~ 2s
  2026-04-05 18:24:44 /api/detections/latest ............................................................. ~ 522.28ms
  2026-04-05 18:24:43 /frames/cam_1.jpg?t=1775391882369 ........................................................ ~ 2s
  2026-04-05 18:24:44 /frames/cam_1.jpg?t=1775391883372 ........................................................ ~ 1s
  2026-04-05 18:24:45 /frames/cam_1.jpg?t=1775391884362 .................................................. ~ 633.70ms
  2026-04-05 18:24:45 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:45 /frames/cam_1.jpg?t=1775391885362 ........................................................ ~ 1s
  2026-04-05 18:24:45 /snapshots/cam_1_20260405_182439_389.jpg ................................................. ~ 1s
  2026-04-05 18:24:46 /api/detections/report ............................................................. ~ 571.42ms
  2026-04-05 18:24:46 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:24:46 /frames/cam_1.jpg?t=1775391886366 ........................................................ ~ 2s
  2026-04-05 18:24:47 /api/internal/alert ...................................................................... ~ 2s
  2026-04-05 18:24:49 /frames/cam_1.jpg?t=1775391887365 ........................................................ ~ 1s
  2026-04-05 18:24:50 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:24:50 /frames/cam_1.jpg?t=1775391888372 ........................................................ ~ 1s
  2026-04-05 18:24:50 /frames/cam_1.jpg ........................................................................ ~ 2s
  2026-04-05 18:24:50 /frames/cam_1.jpg?t=1775391889371 ........................................................ ~ 2s
  2026-04-05 18:24:52 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:52 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:24:51 /frames/cam_1.jpg?t=1775391891361 ........................................................ ~ 3s
  2026-04-05 18:24:53 /frames/cam_1.jpg?t=1775391892361 ........................................................ ~ 1s
  2026-04-05 18:24:55 /frames/cam_1.jpg?t=1775391893358 .................................................... ~ 4.33ms
  2026-04-05 18:24:55 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:24:55 /frames/cam_1.jpg?t=1775391894369 ........................................................ ~ 1s
  2026-04-05 18:24:56 /api/detections/latest ............................................................. ~ 564.06ms
  2026-04-05 18:24:55 /snapshots/cam_1_20260405_182447_190.jpg ................................................. ~ 2s
  2026-04-05 18:24:57 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:24:56 /frames/cam_1.jpg?t=1775391895363 ........................................................ ~ 1s
  2026-04-05 18:24:57 /frames/cam_1.jpg?t=1775391896363 ........................................................ ~ 1s
  2026-04-05 18:24:58 /api/detections/latest ............................................................. ~ 559.53ms
  2026-04-05 18:24:57 /frames/cam_1.jpg?t=1775391897359 ........................................................ ~ 1s
  2026-04-05 18:24:59 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:24:58 /frames/cam_1.jpg?t=1775391898364 ........................................................ ~ 2s
  2026-04-05 18:25:01 /api/internal/alert ...................................................................... ~ 2s
  2026-04-05 18:25:01 /api/detections/latest ................................................................... ~ 3s
  2026-04-05 18:25:01 /frames/cam_1.jpg?t=1775391899366 ........................................................ ~ 3s
  2026-04-05 18:24:59 /snapshots/cam_1_20260405_182454_606.jpg ................................................. ~ 5s
  2026-04-05 18:25:04 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:03 /frames/cam_1.jpg?t=1775391900368 ........................................................ ~ 3s
  2026-04-05 18:25:04 /frames/cam_1.jpg?t=1775391901370 ........................................................ ~ 2s
  2026-04-05 18:25:04 /frames/cam_1.jpg?t=1775391902373 ........................................................ ~ 2s
  2026-04-05 18:25:06 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:06 /frames/cam_1.jpg?t=1775391903371 ........................................................ ~ 1s
  2026-04-05 18:25:06 /frames/cam_1.jpg?t=1775391904368 ........................................................ ~ 1s
  2026-04-05 18:25:07 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:06 /frames/cam_1.jpg?t=1775391905367 ........................................................ ~ 2s
  2026-04-05 18:25:08 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:08 /frames/cam_1.jpg?t=1775391906367 ........................................................ ~ 1s
  2026-04-05 18:25:10 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:07 /snapshots/cam_1_20260405_182459_129.jpg ................................................. ~ 3s
  2026-04-05 18:25:08 /frames/cam_1.jpg?t=1775391907370 ........................................................ ~ 2s
  2026-04-05 18:25:10 /frames/cam_1.jpg?t=1775391908360 ........................................................ ~ 1s
  2026-04-05 18:25:11 /frames/cam_1.jpg?t=1775391909373 .................................................... ~ 7.69ms
  2026-04-05 18:25:11 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:11 /frames/cam_1.jpg?t=1775391910360 ........................................................ ~ 1s
  2026-04-05 18:25:11 /snapshots/cam_1_20260405_182505_879.jpg ................................................. ~ 1s
  2026-04-05 18:25:12 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:12 /frames/cam_1.jpg?t=1775391911359 ........................................................ ~ 1s
  2026-04-05 18:25:13 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:13 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:25:12 /frames/cam_1.jpg?t=1775391912364 ........................................................ ~ 3s
  2026-04-05 18:25:15 /frames/cam_1.jpg?t=1775391913364 ........................................................ ~ 1s
  2026-04-05 18:25:16 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:25:16 /frames/cam_1.jpg?t=1775391914371 ........................................................ ~ 1s
  2026-04-05 18:25:16 /frames/cam_1.jpg?t=1775391915369 ........................................................ ~ 1s
  2026-04-05 18:25:17 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:17 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:25:16 /frames/cam_1.jpg?t=1775391916364 ........................................................ ~ 3s
  2026-04-05 18:25:19 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:18 /frames/cam_1.jpg?t=1775391917370 ........................................................ ~ 2s
  2026-04-05 18:25:19 /frames/cam_1.jpg?t=1775391918364 ........................................................ ~ 1s
  2026-04-05 18:25:20 /api/detections/latest ............................................................. ~ 570.52ms
  2026-04-05 18:25:20 /frames/cam_1.jpg?t=1775391919368 .................................................. ~ 577.60ms
  2026-04-05 18:25:20 /snapshots/cam_1_20260405_182512_498.jpg ................................................. ~ 1s
  2026-04-05 18:25:22 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:20 /frames/cam_1.jpg?t=1775391920372 ........................................................ ~ 2s
  2026-04-05 18:25:22 /frames/cam_1.jpg?t=1775391921369 ........................................................ ~ 1s
  2026-04-05 18:25:23 /api/detections/latest ............................................................. ~ 560.36ms
  2026-04-05 18:25:23 /frames/cam_1.jpg?t=1775391922361 .................................................. ~ 561.82ms
  2026-04-05 18:25:24 /frames/cam_1.jpg?t=1775391923367 .................................................... ~ 4.91ms
  2026-04-05 18:25:24 /snapshots/cam_1_20260405_182517_846.jpg ............................................. ~ 8.27ms
  2026-04-05 18:25:24 /frames/cam_1.jpg?t=1775391924359 ................................................... ~ 14.51ms
  2026-04-05 18:25:24 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:26 /frames/cam_1.jpg?t=1775391925365 .................................................... ~ 0.43ms
  2026-04-05 18:25:26 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:27 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:27 /frames/cam_1.jpg?t=1775391926359 ........................................................ ~ 1s
  2026-04-05 18:25:28 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:27 /frames/cam_1.jpg?t=1775391927364 ........................................................ ~ 2s
  2026-04-05 18:25:28 /frames/cam_1.jpg?t=1775391928366 ........................................................ ~ 1s
  2026-04-05 18:25:29 /frames/cam_1.jpg?t=1775391929368 .................................................... ~ 9.03ms
  2026-04-05 18:25:30 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:31 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:31 /frames/cam_1.jpg?t=1775391930374 ........................................................ ~ 1s
  2026-04-05 18:25:31 /api/detections/report ................................................................... ~ 2s
  2026-04-05 18:25:33 /camera-config ........................................................................... ~ 2s
  2026-04-05 18:25:31 /frames/cam_1.jpg?t=1775391931360 ........................................................ ~ 4s
  2026-04-05 18:25:34 /api/internal/cameras .................................................................... ~ 3s
  2026-04-05 18:25:38 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:39 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:39 /api/detections/report ................................................................... ~ 2s
  2026-04-05 18:25:41 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:40 /frames/cam_1.jpg?t=1775391938482 ........................................................ ~ 2s
  2026-04-05 18:25:41 /snapshots/cam_1_20260405_182529_917.jpg ................................................. ~ 1s
  2026-04-05 18:25:41 /frames/cam_1.jpg?t=1775391940484 ........................................................ ~ 1s
  2026-04-05 18:25:42 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:42 /frames/cam_1.jpg?t=1775391941482 ........................................................ ~ 1s
  2026-04-05 18:25:43 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:42 /snapshots/cam_1_20260405_182538_350.jpg ................................................. ~ 2s
  2026-04-05 18:25:42 /frames/cam_1.jpg?t=1775391942483 ........................................................ ~ 2s
  2026-04-05 18:25:44 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:43 /frames/cam_1.jpg?t=1775391943479 ........................................................ ~ 2s
  2026-04-05 18:25:45 /api/detections/latest ............................................................. ~ 542.73ms
  2026-04-05 18:25:44 /frames/cam_1.jpg?t=1775391944479 ........................................................ ~ 1s
  2026-04-05 18:25:47 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:48 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:48 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:25:48 /frames/cam_1.jpg?t=1775391948086 ........................................................ ~ 2s
  2026-04-05 18:25:51 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:25:52 /api/internal/cameras .............................................................. ~ 513.03ms
  2026-04-05 18:25:54 /api/internal/alert ................................................................ ~ 591.12ms
  2026-04-05 18:25:57 /api/internal/alert ................................................................ ~ 514.52ms
  2026-04-05 18:25:58 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:25:58 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:25:58 /frames/cam_1.jpg?t=1775391957896 ........................................................ ~ 1s
  2026-04-05 18:25:58 /snapshots/cam_1_20260405_182547_386.jpg ........................................... ~ 579.49ms
  2026-04-05 18:25:59 /snapshots/cam_1_20260405_182544_278.jpg ............................................. ~ 8.76ms
  2026-04-05 18:25:59 /api/internal/alert ................................................................ ~ 521.10ms
  2026-04-05 18:26:01 /frames/cam_1.jpg?t=1775391961324 .................................................... ~ 9.07ms
  2026-04-05 18:26:01 /api/detections/latest ............................................................. ~ 519.95ms
  2026-04-05 18:26:01 /api/internal/alert ................................................................ ~ 502.51ms
  2026-04-05 18:26:01 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:26:02 /snapshots/cam_1_20260405_182557_324.jpg ................................................. ~ 1s
  2026-04-05 18:26:03 /snapshots/cam_1_20260405_182554_630.jpg ........................................... ~ 521.42ms
  2026-04-05 18:26:03 /snapshots/cam_1_20260405_182551_236.jpg ............................................ ~ 11.21ms
  2026-04-05 18:26:04 /api/internal/alert ................................................................ ~ 523.75ms
  2026-04-05 18:26:05 /api/detections/latest ............................................................. ~ 507.53ms
  2026-04-05 18:26:05 /frames/cam_1.jpg?t=1775391962484 .................................................. ~ 513.73ms
  2026-04-05 18:26:05 /frames/cam_1.jpg?t=1775391965394 .................................................. ~ 520.43ms
  2026-04-05 18:26:05 /snapshots/cam_1_20260405_182601_357.jpg ........................................... ~ 523.01ms
  2026-04-05 18:26:06 /snapshots/cam_1_20260405_182559_559.jpg ............................................. ~ 7.25ms
  2026-04-05 18:26:06 /api/internal/alert ................................................................ ~ 507.68ms
  2026-04-05 18:26:07 /api/detections/report ............................................................. ~ 614.23ms
  2026-04-05 18:26:07 /frames/cam_1.jpg?t=1775391967905 .................................................. ~ 621.00ms
  2026-04-05 18:26:08 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:26:08 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:09 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:26:10 /frames/cam_1.jpg?t=1775391970211 .................................................. ~ 516.80ms
  2026-04-05 18:26:10 /snapshots/cam_1_20260405_182606_324.jpg ............................................. ~ 3.29ms
  2026-04-05 18:26:10 /snapshots/cam_1_20260405_182604_783.jpg ............................................. ~ 5.24ms
  2026-04-05 18:26:11 /api/internal/alert ................................................................ ~ 525.26ms
  2026-04-05 18:26:13 /api/internal/alert ................................................................ ~ 500.23ms
  2026-04-05 18:26:14 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:26:14 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:26:14 /frames/cam_1.jpg?t=1775391973728 ........................................................ ~ 1s
  2026-04-05 18:26:15 /api/internal/alert ................................................................ ~ 531.55ms
  2026-04-05 18:26:17 /api/internal/alert ...................................................................... ~ 1s
  127.0.0.1:58507 [404]: GET /frames/cam_1.jpg?t=1775391977330 - No such file or directory
  2026-04-05 18:26:17 /api/detections/report ............................................................. ~ 572.87ms
  2026-04-05 18:26:17 .................................................................................... ~ 580.20ms
  2026-04-05 18:26:17 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:26:19 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:18 /snapshots/cam_1_20260405_182613_195.jpg ................................................. ~ 1s
  2026-04-05 18:26:19 /snapshots/cam_1_20260405_182611_158.jpg ................................................. ~ 1s
  2026-04-05 18:26:19 /snapshots/cam_1_20260405_182608_135.jpg ................................................. ~ 1s
  2026-04-05 18:26:20 /frames/cam_1.jpg?t=1775391978718 .................................................... ~ 0.35ms
  2026-04-05 18:26:20 /frames/cam_1.jpg?t=1775391980604 .................................................... ~ 0.37ms
  2026-04-05 18:26:20 /api/detections/latest ............................................................. ~ 519.51ms
  2026-04-05 18:26:21 /snapshots/cam_1_20260405_182617_111.jpg ............................................. ~ 2.05ms
  2026-04-05 18:26:21 /snapshots/cam_1_20260405_182614_965.jpg ............................................. ~ 8.05ms
  2026-04-05 18:26:21 /api/internal/alert ................................................................ ~ 535.73ms
  2026-04-05 18:26:22 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:26:22 /frames/cam_1.jpg?t=1775391982051 ........................................................ ~ 1s
  2026-04-05 18:26:23 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:24 /api/detections/latest ............................................................. ~ 518.06ms
  2026-04-05 18:26:24 /frames/cam_1.jpg?t=1775391984628 .................................................. ~ 586.21ms
  2026-04-05 18:26:24 /snapshots/cam_1_20260405_182621_307.jpg ........................................... ~ 590.26ms
  2026-04-05 18:26:25 /snapshots/cam_1_20260405_182618_800.jpg ............................................. ~ 9.01ms
  2026-04-05 18:26:25 /api/internal/cameras .............................................................. ~ 516.31ms
  2026-04-05 18:26:26 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:27 /api/detections/latest ............................................................. ~ 508.16ms
  2026-04-05 18:26:27 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:26:29 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:30 /frames/cam_1.jpg?t=1775391987459 .................................................... ~ 0.43ms
  2026-04-05 18:26:30 /api/detections/latest ............................................................. ~ 511.63ms
  2026-04-05 18:26:30 /frames/cam_1.jpg?t=1775391990522 .................................................. ~ 515.04ms
  2026-04-05 18:26:30 /snapshots/cam_1_20260405_182626_763.jpg ........................................... ~ 518.61ms
  2026-04-05 18:26:31 /snapshots/cam_1_20260405_182623_840.jpg ............................................ ~ 10.27ms
  2026-04-05 18:26:31 /api/internal/alert ................................................................ ~ 522.84ms
